Using custom data configuration default-5b3c177f7d7df740
All Flax model weights were used when initializing T5ForConditionalGeneration.

Some weights of T5ForConditionalGeneration were not initialized from the Flax model and are newly initialized: ['decoder.embed_tokens.weight', 'encoder.embed_tokens.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
***** Running training *****
  Num examples = 1814333
  Num Epochs = 10
  Instantaneous batch size per device = 4
  Total train batch size (w. parallel, distributed & accumulation) = 4
  Gradient Accumulation steps = 1
  Total optimization steps = 4535840
Downloading and preparing dataset csv/default to /home/sagawa/.cache/huggingface/datasets/csv/default-5b3c177f7d7df740/0.0.0/652c3096f041ee27b04d2232d41f10547a8fecda3e284a79a0ec4053c916ef7a...
Dataset csv downloaded and prepared to /home/sagawa/.cache/huggingface/datasets/csv/default-5b3c177f7d7df740/0.0.0/652c3096f041ee27b04d2232d41f10547a8fecda3e284a79a0ec4053c916ef7a. Subsequent calls will reuse this data.
{'loss': 0.7224, 'learning_rate': 1.9997795336696183e-05, 'epoch': 0.0}
{'loss': 0.0878, 'learning_rate': 1.859783413877033e-05, 'epoch': 0.7}
{'loss': 0.086, 'learning_rate': 1.8595629475466507e-05, 'epoch': 0.7}
{'loss': 0.0911, 'learning_rate': 1.8593424812162687e-05, 'epoch': 0.7}
{'loss': 0.0885, 'learning_rate': 1.859122014885887e-05, 'epoch': 0.7}
{'loss': 0.0837, 'learning_rate': 1.858901548555505e-05, 'epoch': 0.71}
{'loss': 0.086, 'learning_rate': 1.8586810822251227e-05, 'epoch': 0.71}
{'loss': 0.0845, 'learning_rate': 1.8584606158947408e-05, 'epoch': 0.71}
{'loss': 0.0869, 'learning_rate': 1.858240149564359e-05, 'epoch': 0.71}
{'loss': 0.0853, 'learning_rate': 1.8580196832339766e-05, 'epoch': 0.71}
{'loss': 0.0885, 'learning_rate': 1.8577992169035947e-05, 'epoch': 0.71}
{'loss': 0.0866, 'learning_rate': 1.8575787505732124e-05, 'epoch': 0.71}
{'loss': 0.0861, 'learning_rate': 1.8573582842428305e-05, 'epoch': 0.71}
{'loss': 0.0882, 'learning_rate': 1.8571378179124486e-05, 'epoch': 0.71}
{'loss': 0.0895, 'learning_rate': 1.8569173515820664e-05, 'epoch': 0.72}
{'loss': 0.0859, 'learning_rate': 1.8566968852516845e-05, 'epoch': 0.72}
{'loss': 0.0817, 'learning_rate': 1.8564764189213026e-05, 'epoch': 0.72}
{'loss': 0.0882, 'learning_rate': 1.8562559525909206e-05, 'epoch': 0.72}
{'loss': 0.0859, 'learning_rate': 1.8560354862605384e-05, 'epoch': 0.72}
{'loss': 0.0834, 'learning_rate': 1.8558150199301565e-05, 'epoch': 0.72}
{'loss': 0.0834, 'learning_rate': 1.8555945535997742e-05, 'epoch': 0.72}
{'loss': 0.0834, 'learning_rate': 1.8553740872693923e-05, 'epoch': 0.72}
{'loss': 0.0877, 'learning_rate': 1.8551536209390104e-05, 'epoch': 0.72}
{'loss': 0.0831, 'learning_rate': 1.854933154608628e-05, 'epoch': 0.73}
{'loss': 0.0892, 'learning_rate': 1.8547126882782463e-05, 'epoch': 0.73}
{'loss': 0.0858, 'learning_rate': 1.8544922219478643e-05, 'epoch': 0.73}
{'loss': 0.0867, 'learning_rate': 1.8542717556174824e-05, 'epoch': 0.73}
{'loss': 0.0838, 'learning_rate': 1.8540512892871002e-05, 'epoch': 0.73}
{'loss': 0.086, 'learning_rate': 1.8538308229567183e-05, 'epoch': 0.73}
{'loss': 0.0828, 'learning_rate': 1.853610356626336e-05, 'epoch': 0.73}
{'loss': 0.086, 'learning_rate': 1.853389890295954e-05, 'epoch': 0.73}
{'loss': 0.0883, 'learning_rate': 1.8531694239655722e-05, 'epoch': 0.73}
{'loss': 0.0912, 'learning_rate': 1.85294895763519e-05, 'epoch': 0.74}
{'loss': 0.0846, 'learning_rate': 1.852728491304808e-05, 'epoch': 0.74}
{'loss': 0.0868, 'learning_rate': 1.852508024974426e-05, 'epoch': 0.74}
{'loss': 0.087, 'learning_rate': 1.8522875586440442e-05, 'epoch': 0.74}
{'loss': 0.0833, 'learning_rate': 1.852067092313662e-05, 'epoch': 0.74}
{'loss': 0.083, 'learning_rate': 1.85184662598328e-05, 'epoch': 0.74}
{'loss': 0.0857, 'learning_rate': 1.8516261596528978e-05, 'epoch': 0.74}
{'loss': 0.0874, 'learning_rate': 1.851405693322516e-05, 'epoch': 0.74}
{'loss': 0.0843, 'learning_rate': 1.851185226992134e-05, 'epoch': 0.74}
{'loss': 0.0893, 'learning_rate': 1.8509647606617517e-05, 'epoch': 0.75}
{'loss': 0.0856, 'learning_rate': 1.8507442943313698e-05, 'epoch': 0.75}
{'loss': 0.0919, 'learning_rate': 1.850523828000988e-05, 'epoch': 0.75}
{'loss': 0.0865, 'learning_rate': 1.850303361670606e-05, 'epoch': 0.75}
{'loss': 0.0866, 'learning_rate': 1.8500828953402238e-05, 'epoch': 0.75}
{'loss': 0.0897, 'learning_rate': 1.849862429009842e-05, 'epoch': 0.75}
{'loss': 0.0881, 'learning_rate': 1.8496419626794596e-05, 'epoch': 0.75}
{'loss': 0.0877, 'learning_rate': 1.8494214963490777e-05, 'epoch': 0.75}
{'loss': 0.0828, 'learning_rate': 1.8492010300186958e-05, 'epoch': 0.75}
{'loss': 0.0869, 'learning_rate': 1.8489805636883135e-05, 'epoch': 0.76}
{'loss': 0.0881, 'learning_rate': 1.8487600973579316e-05, 'epoch': 0.76}
{'loss': 0.0865, 'learning_rate': 1.8485396310275497e-05, 'epoch': 0.76}
{'loss': 0.0863, 'learning_rate': 1.8483191646971678e-05, 'epoch': 0.76}
{'loss': 0.0841, 'learning_rate': 1.8480986983667855e-05, 'epoch': 0.76}
{'loss': 0.0895, 'learning_rate': 1.8478782320364036e-05, 'epoch': 0.76}
{'loss': 0.0841, 'learning_rate': 1.8476577657060214e-05, 'epoch': 0.76}
{'loss': 0.0856, 'learning_rate': 1.8474372993756395e-05, 'epoch': 0.76}
{'loss': 0.0883, 'learning_rate': 1.8472168330452576e-05, 'epoch': 0.76}
{'loss': 0.0879, 'learning_rate': 1.8469963667148753e-05, 'epoch': 0.77}
{'loss': 0.0807, 'learning_rate': 1.8467759003844934e-05, 'epoch': 0.77}
{'loss': 0.0849, 'learning_rate': 1.8465554340541115e-05, 'epoch': 0.77}
{'loss': 0.0866, 'learning_rate': 1.8463349677237296e-05, 'epoch': 0.77}
{'loss': 0.0853, 'learning_rate': 1.8461145013933473e-05, 'epoch': 0.77}
{'loss': 0.0869, 'learning_rate': 1.8458940350629654e-05, 'epoch': 0.77}
{'loss': 0.0851, 'learning_rate': 1.8456735687325832e-05, 'epoch': 0.77}
{'loss': 0.0823, 'learning_rate': 1.8454531024022013e-05, 'epoch': 0.77}
{'loss': 0.0854, 'learning_rate': 1.8452326360718194e-05, 'epoch': 0.77}
{'loss': 0.0852, 'learning_rate': 1.845012169741437e-05, 'epoch': 0.77}
{'loss': 0.0858, 'learning_rate': 1.8447917034110552e-05, 'epoch': 0.78}
{'loss': 0.0865, 'learning_rate': 1.8445712370806733e-05, 'epoch': 0.78}
{'loss': 0.0835, 'learning_rate': 1.8443507707502914e-05, 'epoch': 0.78}
{'loss': 0.0869, 'learning_rate': 1.844130304419909e-05, 'epoch': 0.78}
{'loss': 0.0829, 'learning_rate': 1.8439098380895272e-05, 'epoch': 0.78}
{'loss': 0.0893, 'learning_rate': 1.843689371759145e-05, 'epoch': 0.78}
{'loss': 0.0883, 'learning_rate': 1.843468905428763e-05, 'epoch': 0.78}
{'loss': 0.0841, 'learning_rate': 1.843248439098381e-05, 'epoch': 0.78}
{'loss': 0.083, 'learning_rate': 1.843027972767999e-05, 'epoch': 0.78}
{'loss': 0.0911, 'learning_rate': 1.842807506437617e-05, 'epoch': 0.79}
{'loss': 0.0883, 'learning_rate': 1.842587040107235e-05, 'epoch': 0.79}
{'loss': 0.0844, 'learning_rate': 1.842366573776853e-05, 'epoch': 0.79}
{'loss': 0.0846, 'learning_rate': 1.842146107446471e-05, 'epoch': 0.79}
{'loss': 0.0799, 'learning_rate': 1.841925641116089e-05, 'epoch': 0.79}
{'loss': 0.0848, 'learning_rate': 1.8417051747857068e-05, 'epoch': 0.79}
{'loss': 0.0817, 'learning_rate': 1.841484708455325e-05, 'epoch': 0.79}
{'loss': 0.086, 'learning_rate': 1.841264242124943e-05, 'epoch': 0.79}
{'loss': 0.0892, 'learning_rate': 1.8410437757945607e-05, 'epoch': 0.79}
{'loss': 0.0869, 'learning_rate': 1.8408233094641788e-05, 'epoch': 0.8}
{'loss': 0.0832, 'learning_rate': 1.840602843133797e-05, 'epoch': 0.8}
{'loss': 0.087, 'learning_rate': 1.840382376803415e-05, 'epoch': 0.8}
{'loss': 0.0875, 'learning_rate': 1.8401619104730327e-05, 'epoch': 0.8}
{'loss': 0.0861, 'learning_rate': 1.8399414441426508e-05, 'epoch': 0.8}
{'loss': 0.0861, 'learning_rate': 1.8397209778122685e-05, 'epoch': 0.8}
{'loss': 0.0806, 'learning_rate': 1.8395005114818866e-05, 'epoch': 0.8}
{'loss': 0.0818, 'learning_rate': 1.8392800451515047e-05, 'epoch': 0.8}
{'loss': 0.0861, 'learning_rate': 1.8390595788211225e-05, 'epoch': 0.8}
{'loss': 0.0829, 'learning_rate': 1.8388391124907406e-05, 'epoch': 0.81}
{'loss': 0.0857, 'learning_rate': 1.8386186461603587e-05, 'epoch': 0.81}
{'loss': 0.0872, 'learning_rate': 1.8383981798299767e-05, 'epoch': 0.81}
{'loss': 0.0833, 'learning_rate': 1.8381777134995945e-05, 'epoch': 0.81}
{'loss': 0.0908, 'learning_rate': 1.8379572471692126e-05, 'epoch': 0.81}
{'loss': 0.083, 'learning_rate': 1.8377367808388303e-05, 'epoch': 0.81}
{'loss': 0.0861, 'learning_rate': 1.8375163145084484e-05, 'epoch': 0.81}
{'loss': 0.0829, 'learning_rate': 1.8372958481780665e-05, 'epoch': 0.81}
{'loss': 0.0841, 'learning_rate': 1.8370753818476843e-05, 'epoch': 0.81}
{'loss': 0.0856, 'learning_rate': 1.8368549155173024e-05, 'epoch': 0.82}
{'loss': 0.0787, 'learning_rate': 1.8366344491869204e-05, 'epoch': 0.82}
{'loss': 0.0855, 'learning_rate': 1.8364139828565385e-05, 'epoch': 0.82}
{'loss': 0.0846, 'learning_rate': 1.8361935165261563e-05, 'epoch': 0.82}
{'loss': 0.0891, 'learning_rate': 1.8359730501957744e-05, 'epoch': 0.82}
{'loss': 0.0829, 'learning_rate': 1.835752583865392e-05, 'epoch': 0.82}
{'loss': 0.0836, 'learning_rate': 1.8355321175350102e-05, 'epoch': 0.82}
{'loss': 0.0815, 'learning_rate': 1.8353116512046283e-05, 'epoch': 0.82}
{'loss': 0.0813, 'learning_rate': 1.835091184874246e-05, 'epoch': 0.82}
{'loss': 0.087, 'learning_rate': 1.834870718543864e-05, 'epoch': 0.83}
{'loss': 0.0799, 'learning_rate': 1.8346502522134822e-05, 'epoch': 0.83}
{'loss': 0.0858, 'learning_rate': 1.8344297858831003e-05, 'epoch': 0.83}
{'loss': 0.0836, 'learning_rate': 1.834209319552718e-05, 'epoch': 0.83}
{'loss': 0.0853, 'learning_rate': 1.833988853222336e-05, 'epoch': 0.83}
{'loss': 0.083, 'learning_rate': 1.833768386891954e-05, 'epoch': 0.83}
{'loss': 0.0864, 'learning_rate': 1.833547920561572e-05, 'epoch': 0.83}
{'loss': 0.0858, 'learning_rate': 1.83332745423119e-05, 'epoch': 0.83}
{'loss': 0.0816, 'learning_rate': 1.833106987900808e-05, 'epoch': 0.83}
{'loss': 0.0837, 'learning_rate': 1.832886521570426e-05, 'epoch': 0.84}
{'loss': 0.0881, 'learning_rate': 1.832666055240044e-05, 'epoch': 0.84}
{'loss': 0.0853, 'learning_rate': 1.832445588909662e-05, 'epoch': 0.84}
{'loss': 0.0873, 'learning_rate': 1.83222512257928e-05, 'epoch': 0.84}
{'loss': 0.0827, 'learning_rate': 1.832004656248898e-05, 'epoch': 0.84}
{'loss': 0.0801, 'learning_rate': 1.8317841899185157e-05, 'epoch': 0.84}
{'loss': 0.0854, 'learning_rate': 1.8315637235881338e-05, 'epoch': 0.84}
{'loss': 0.0838, 'learning_rate': 1.8313432572577515e-05, 'epoch': 0.84}
{'loss': 0.0829, 'learning_rate': 1.8311227909273696e-05, 'epoch': 0.84}
{'loss': 0.0836, 'learning_rate': 1.8309023245969877e-05, 'epoch': 0.85}
{'loss': 0.0886, 'learning_rate': 1.8306818582666058e-05, 'epoch': 0.85}
{'loss': 0.0851, 'learning_rate': 1.830461391936224e-05, 'epoch': 0.85}
{'loss': 0.0802, 'learning_rate': 1.8302409256058416e-05, 'epoch': 0.85}
{'loss': 0.0825, 'learning_rate': 1.8300204592754597e-05, 'epoch': 0.85}
{'loss': 0.083, 'learning_rate': 1.8297999929450775e-05, 'epoch': 0.85}
{'loss': 0.0814, 'learning_rate': 1.8295795266146956e-05, 'epoch': 0.85}
{'loss': 0.0852, 'learning_rate': 1.8293590602843133e-05, 'epoch': 0.85}
{'loss': 0.0829, 'learning_rate': 1.8291385939539314e-05, 'epoch': 0.85}
{'loss': 0.0827, 'learning_rate': 1.8289181276235495e-05, 'epoch': 0.86}
{'loss': 0.084, 'learning_rate': 1.8286976612931676e-05, 'epoch': 0.86}
{'loss': 0.0866, 'learning_rate': 1.8284771949627857e-05, 'epoch': 0.86}
{'loss': 0.0847, 'learning_rate': 1.8282567286324034e-05, 'epoch': 0.86}
{'loss': 0.0827, 'learning_rate': 1.8280362623020215e-05, 'epoch': 0.86}
{'loss': 0.081, 'learning_rate': 1.8278157959716393e-05, 'epoch': 0.86}
{'loss': 0.0805, 'learning_rate': 1.8275953296412574e-05, 'epoch': 0.86}
{'loss': 0.0803, 'learning_rate': 1.827374863310875e-05, 'epoch': 0.86}
{'loss': 0.0831, 'learning_rate': 1.8271543969804932e-05, 'epoch': 0.86}
{'loss': 0.0828, 'learning_rate': 1.8269339306501113e-05, 'epoch': 0.87}
{'loss': 0.0822, 'learning_rate': 1.8267134643197294e-05, 'epoch': 0.87}
{'loss': 0.0834, 'learning_rate': 1.8264929979893475e-05, 'epoch': 0.87}
{'loss': 0.0792, 'learning_rate': 1.8262725316589652e-05, 'epoch': 0.87}
{'loss': 0.0817, 'learning_rate': 1.8260520653285833e-05, 'epoch': 0.87}
{'loss': 0.0867, 'learning_rate': 1.825831598998201e-05, 'epoch': 0.87}
{'loss': 0.0823, 'learning_rate': 1.825611132667819e-05, 'epoch': 0.87}
{'loss': 0.0814, 'learning_rate': 1.825390666337437e-05, 'epoch': 0.87}
{'loss': 0.0796, 'learning_rate': 1.825170200007055e-05, 'epoch': 0.87}
{'loss': 0.0829, 'learning_rate': 1.824949733676673e-05, 'epoch': 0.88}
{'loss': 0.0857, 'learning_rate': 1.8247292673462912e-05, 'epoch': 0.88}
{'loss': 0.0826, 'learning_rate': 1.8245088010159093e-05, 'epoch': 0.88}
{'loss': 0.0827, 'learning_rate': 1.824288334685527e-05, 'epoch': 0.88}
{'loss': 0.0831, 'learning_rate': 1.8240678683551448e-05, 'epoch': 0.88}
{'loss': 0.0827, 'learning_rate': 1.823847402024763e-05, 'epoch': 0.88}
{'loss': 0.0834, 'learning_rate': 1.823626935694381e-05, 'epoch': 0.88}
{'loss': 0.0836, 'learning_rate': 1.8234064693639987e-05, 'epoch': 0.88}
{'loss': 0.0797, 'learning_rate': 1.8231860030336168e-05, 'epoch': 0.88}
{'loss': 0.0805, 'learning_rate': 1.822965536703235e-05, 'epoch': 0.89}
{'loss': 0.0815, 'learning_rate': 1.822745070372853e-05, 'epoch': 0.89}
{'loss': 0.0804, 'learning_rate': 1.822524604042471e-05, 'epoch': 0.89}
{'loss': 0.0821, 'learning_rate': 1.8223041377120888e-05, 'epoch': 0.89}
{'loss': 0.0838, 'learning_rate': 1.8220836713817066e-05, 'epoch': 0.89}
{'loss': 0.0796, 'learning_rate': 1.8218632050513246e-05, 'epoch': 0.89}
{'loss': 0.0825, 'learning_rate': 1.8216427387209427e-05, 'epoch': 0.89}
{'loss': 0.0851, 'learning_rate': 1.8214222723905605e-05, 'epoch': 0.89}
{'loss': 0.0808, 'learning_rate': 1.8212018060601786e-05, 'epoch': 0.89}
{'loss': 0.0846, 'learning_rate': 1.8209813397297967e-05, 'epoch': 0.9}
{'loss': 0.0826, 'learning_rate': 1.8207608733994148e-05, 'epoch': 0.9}
{'loss': 0.0789, 'learning_rate': 1.8205404070690325e-05, 'epoch': 0.9}
{'loss': 0.084, 'learning_rate': 1.8203199407386506e-05, 'epoch': 0.9}
{'loss': 0.0803, 'learning_rate': 1.8200994744082683e-05, 'epoch': 0.9}
{'loss': 0.081, 'learning_rate': 1.8198790080778864e-05, 'epoch': 0.9}
{'loss': 0.0814, 'learning_rate': 1.8196585417475045e-05, 'epoch': 0.9}
{'loss': 0.0824, 'learning_rate': 1.8194380754171223e-05, 'epoch': 0.9}
{'loss': 0.0794, 'learning_rate': 1.8192176090867404e-05, 'epoch': 0.9}
{'loss': 0.0787, 'learning_rate': 1.8189971427563585e-05, 'epoch': 0.91}
{'loss': 0.0836, 'learning_rate': 1.8187766764259765e-05, 'epoch': 0.91}
{'loss': 0.083, 'learning_rate': 1.8185562100955943e-05, 'epoch': 0.91}
{'loss': 0.0865, 'learning_rate': 1.8183357437652124e-05, 'epoch': 0.91}
{'loss': 0.0836, 'learning_rate': 1.81811527743483e-05, 'epoch': 0.91}
{'loss': 0.0833, 'learning_rate': 1.8178948111044482e-05, 'epoch': 0.91}
{'loss': 0.081, 'learning_rate': 1.8176743447740663e-05, 'epoch': 0.91}
{'loss': 0.0828, 'learning_rate': 1.817453878443684e-05, 'epoch': 0.91}
{'loss': 0.0841, 'learning_rate': 1.817233412113302e-05, 'epoch': 0.91}
{'loss': 0.0825, 'learning_rate': 1.8170129457829202e-05, 'epoch': 0.91}
{'loss': 0.0821, 'learning_rate': 1.8167924794525383e-05, 'epoch': 0.92}
{'loss': 0.0835, 'learning_rate': 1.816572013122156e-05, 'epoch': 0.92}
{'loss': 0.0831, 'learning_rate': 1.8163515467917742e-05, 'epoch': 0.92}
{'loss': 0.083, 'learning_rate': 1.816131080461392e-05, 'epoch': 0.92}
{'loss': 0.081, 'learning_rate': 1.81591061413101e-05, 'epoch': 0.92}
{'loss': 0.0827, 'learning_rate': 1.815690147800628e-05, 'epoch': 0.92}
{'loss': 0.0812, 'learning_rate': 1.815469681470246e-05, 'epoch': 0.92}
{'loss': 0.085, 'learning_rate': 1.815249215139864e-05, 'epoch': 0.92}
{'loss': 0.0814, 'learning_rate': 1.815028748809482e-05, 'epoch': 0.92}
{'loss': 0.0786, 'learning_rate': 1.8148082824791e-05, 'epoch': 0.93}
{'loss': 0.0808, 'learning_rate': 1.814587816148718e-05, 'epoch': 0.93}
{'loss': 0.087, 'learning_rate': 1.814367349818336e-05, 'epoch': 0.93}
{'loss': 0.0808, 'learning_rate': 1.8141468834879537e-05, 'epoch': 0.93}
{'loss': 0.081, 'learning_rate': 1.8139264171575718e-05, 'epoch': 0.93}
{'loss': 0.0832, 'learning_rate': 1.81370595082719e-05, 'epoch': 0.93}
{'loss': 0.0801, 'learning_rate': 1.8134854844968076e-05, 'epoch': 0.93}
{'loss': 0.0791, 'learning_rate': 1.8132650181664257e-05, 'epoch': 0.93}
{'loss': 0.0793, 'learning_rate': 1.8130445518360438e-05, 'epoch': 0.93}
{'loss': 0.0842, 'learning_rate': 1.812824085505662e-05, 'epoch': 0.94}
{'loss': 0.0831, 'learning_rate': 1.8126036191752797e-05, 'epoch': 0.94}
{'loss': 0.0838, 'learning_rate': 1.8123831528448977e-05, 'epoch': 0.94}
{'loss': 0.082, 'learning_rate': 1.8121626865145155e-05, 'epoch': 0.94}
{'loss': 0.0865, 'learning_rate': 1.8119422201841336e-05, 'epoch': 0.94}
{'loss': 0.0871, 'learning_rate': 1.8117217538537517e-05, 'epoch': 0.94}
{'loss': 0.081, 'learning_rate': 1.8115012875233694e-05, 'epoch': 0.94}
{'loss': 0.0819, 'learning_rate': 1.8112808211929875e-05, 'epoch': 0.94}
{'loss': 0.0816, 'learning_rate': 1.8110603548626056e-05, 'epoch': 0.94}
{'loss': 0.0839, 'learning_rate': 1.8108398885322237e-05, 'epoch': 0.95}
{'loss': 0.0826, 'learning_rate': 1.8106194222018414e-05, 'epoch': 0.95}
{'loss': 0.0841, 'learning_rate': 1.8103989558714595e-05, 'epoch': 0.95}
{'loss': 0.0798, 'learning_rate': 1.8101784895410773e-05, 'epoch': 0.95}
{'loss': 0.077, 'learning_rate': 1.8099580232106954e-05, 'epoch': 0.95}
{'loss': 0.0799, 'learning_rate': 1.8097375568803135e-05, 'epoch': 0.95}
{'loss': 0.0812, 'learning_rate': 1.8095170905499312e-05, 'epoch': 0.95}
{'loss': 0.0802, 'learning_rate': 1.8092966242195493e-05, 'epoch': 0.95}
{'loss': 0.0803, 'learning_rate': 1.8090761578891674e-05, 'epoch': 0.95}
{'loss': 0.0815, 'learning_rate': 1.8088556915587855e-05, 'epoch': 0.96}
{'loss': 0.0782, 'learning_rate': 1.8086352252284032e-05, 'epoch': 0.96}
{'loss': 0.0841, 'learning_rate': 1.8084147588980213e-05, 'epoch': 0.96}
{'loss': 0.0825, 'learning_rate': 1.808194292567639e-05, 'epoch': 0.96}
{'loss': 0.0822, 'learning_rate': 1.807973826237257e-05, 'epoch': 0.96}
{'loss': 0.0829, 'learning_rate': 1.807753359906875e-05, 'epoch': 0.96}
{'loss': 0.0811, 'learning_rate': 1.807532893576493e-05, 'epoch': 0.96}
{'loss': 0.081, 'learning_rate': 1.807312427246111e-05, 'epoch': 0.96}
{'loss': 0.081, 'learning_rate': 1.8070919609157292e-05, 'epoch': 0.96}
{'loss': 0.082, 'learning_rate': 1.8068714945853473e-05, 'epoch': 0.97}
{'loss': 0.0817, 'learning_rate': 1.806651028254965e-05, 'epoch': 0.97}
{'loss': 0.083, 'learning_rate': 1.806430561924583e-05, 'epoch': 0.97}
{'loss': 0.0838, 'learning_rate': 1.806210095594201e-05, 'epoch': 0.97}
{'loss': 0.0822, 'learning_rate': 1.805989629263819e-05, 'epoch': 0.97}
{'loss': 0.0802, 'learning_rate': 1.8057691629334367e-05, 'epoch': 0.97}
{'loss': 0.0788, 'learning_rate': 1.8055486966030548e-05, 'epoch': 0.97}
{'loss': 0.0826, 'learning_rate': 1.805328230272673e-05, 'epoch': 0.97}
{'loss': 0.0807, 'learning_rate': 1.805107763942291e-05, 'epoch': 0.97}
{'loss': 0.0793, 'learning_rate': 1.804887297611909e-05, 'epoch': 0.98}
{'loss': 0.0846, 'learning_rate': 1.8046668312815268e-05, 'epoch': 0.98}
{'loss': 0.0795, 'learning_rate': 1.804446364951145e-05, 'epoch': 0.98}
{'loss': 0.0806, 'learning_rate': 1.8042258986207627e-05, 'epoch': 0.98}
{'loss': 0.0831, 'learning_rate': 1.8040054322903807e-05, 'epoch': 0.98}
{'loss': 0.0862, 'learning_rate': 1.8037849659599985e-05, 'epoch': 0.98}
{'loss': 0.0784, 'learning_rate': 1.8035644996296166e-05, 'epoch': 0.98}
{'loss': 0.0828, 'learning_rate': 1.8033440332992347e-05, 'epoch': 0.98}
{'loss': 0.0801, 'learning_rate': 1.8031235669688528e-05, 'epoch': 0.98}
{'loss': 0.0787, 'learning_rate': 1.802903100638471e-05, 'epoch': 0.99}
{'loss': 0.083, 'learning_rate': 1.8026826343080886e-05, 'epoch': 0.99}
{'loss': 0.0803, 'learning_rate': 1.8024621679777067e-05, 'epoch': 0.99}
{'loss': 0.0821, 'learning_rate': 1.8022417016473244e-05, 'epoch': 0.99}
{'loss': 0.0797, 'learning_rate': 1.8020212353169425e-05, 'epoch': 0.99}
***** Running Evaluation *****
  Num examples = 453584
  Batch size = 4
Saving model checkpoint to t5/checkpoint-453584
Configuration saved in t5/checkpoint-453584/config.json
Model weights saved in t5/checkpoint-453584/pytorch_model.bin
tokenizer config file saved in t5/checkpoint-453584/tokenizer_config.json
Special tokens file saved in t5/checkpoint-453584/special_tokens_map.json
{'loss': 0.081, 'learning_rate': 1.8018007689865603e-05, 'epoch': 0.99}
{'loss': 0.0783, 'learning_rate': 1.8015803026561784e-05, 'epoch': 0.99}
{'loss': 0.0836, 'learning_rate': 1.8013598363257965e-05, 'epoch': 0.99}
{'loss': 0.0794, 'learning_rate': 1.8011393699954146e-05, 'epoch': 0.99}
{'loss': 0.0777, 'learning_rate': 1.8009189036650326e-05, 'epoch': 1.0}
{'loss': 0.0794, 'learning_rate': 1.8006984373346504e-05, 'epoch': 1.0}
{'loss': 0.0776, 'learning_rate': 1.8004779710042685e-05, 'epoch': 1.0}
{'loss': 0.0788, 'learning_rate': 1.8002575046738862e-05, 'epoch': 1.0}
{'loss': 0.0776, 'learning_rate': 1.8000370383435043e-05, 'epoch': 1.0}
{'eval_loss': 2.7194130420684814, 'eval_bleu': 6.5205002257708795, 'eval_runtime': 34776.0705, 'eval_samples_per_second': 13.043, 'eval_steps_per_second': 3.261, 'epoch': 1.0}
{'loss': 0.0753, 'learning_rate': 1.799816572013122e-05, 'epoch': 1.0}
{'loss': 0.0789, 'learning_rate': 1.79959610568274e-05, 'epoch': 1.0}
{'loss': 0.0752, 'learning_rate': 1.7993756393523583e-05, 'epoch': 1.0}
{'loss': 0.0709, 'learning_rate': 1.7991551730219763e-05, 'epoch': 1.0}
{'loss': 0.0728, 'learning_rate': 1.7989347066915944e-05, 'epoch': 1.01}
{'loss': 0.0762, 'learning_rate': 1.7987142403612122e-05, 'epoch': 1.01}
{'loss': 0.076, 'learning_rate': 1.7984937740308303e-05, 'epoch': 1.01}
{'loss': 0.0751, 'learning_rate': 1.798273307700448e-05, 'epoch': 1.01}
{'loss': 0.0785, 'learning_rate': 1.798052841370066e-05, 'epoch': 1.01}
{'loss': 0.0762, 'learning_rate': 1.797832375039684e-05, 'epoch': 1.01}
{'loss': 0.0737, 'learning_rate': 1.797611908709302e-05, 'epoch': 1.01}
{'loss': 0.0774, 'learning_rate': 1.79739144237892e-05, 'epoch': 1.01}
{'loss': 0.0769, 'learning_rate': 1.797170976048538e-05, 'epoch': 1.01}
{'loss': 0.0779, 'learning_rate': 1.7969505097181562e-05, 'epoch': 1.02}
{'loss': 0.0742, 'learning_rate': 1.796730043387774e-05, 'epoch': 1.02}
{'loss': 0.0731, 'learning_rate': 1.796509577057392e-05, 'epoch': 1.02}
{'loss': 0.0757, 'learning_rate': 1.7962891107270098e-05, 'epoch': 1.02}
{'loss': 0.0744, 'learning_rate': 1.796068644396628e-05, 'epoch': 1.02}
{'loss': 0.0768, 'learning_rate': 1.7958481780662456e-05, 'epoch': 1.02}
{'loss': 0.0784, 'learning_rate': 1.7956277117358637e-05, 'epoch': 1.02}
{'loss': 0.076, 'learning_rate': 1.7954072454054818e-05, 'epoch': 1.02}
{'loss': 0.0757, 'learning_rate': 1.7951867790751e-05, 'epoch': 1.02}
{'loss': 0.0787, 'learning_rate': 1.7949663127447177e-05, 'epoch': 1.03}
{'loss': 0.0786, 'learning_rate': 1.7947458464143358e-05, 'epoch': 1.03}
{'loss': 0.0802, 'learning_rate': 1.794525380083954e-05, 'epoch': 1.03}
{'loss': 0.0726, 'learning_rate': 1.7943049137535716e-05, 'epoch': 1.03}
{'loss': 0.0765, 'learning_rate': 1.7940844474231897e-05, 'epoch': 1.03}
{'loss': 0.0765, 'learning_rate': 1.7938639810928074e-05, 'epoch': 1.03}
{'loss': 0.0774, 'learning_rate': 1.7936435147624255e-05, 'epoch': 1.03}
{'loss': 0.0728, 'learning_rate': 1.7934230484320436e-05, 'epoch': 1.03}
{'loss': 0.0755, 'learning_rate': 1.7932025821016617e-05, 'epoch': 1.03}
